Date,Close/Last,Volume,Open,High,Low
10/18/2021,$169.16,1760796,$167.30,$170.66,$167.03
10/15/2021,$168.38,2762825,$168.00,$170.25,$167.26
10/14/2021,$166.01,2282149,$165.15,$166.29,$162.7408
10/13/2021,$162.10,3853679,$167.57,$167.74,$159.55
10/12/2021,$167.65,1697556,$166.23,$168.3319,$165.16
10/11/2021,$166.18,1929438,$169.50,$171.78,$166.05
10/08/2021,$168.80,1713240,$168.44,$171.28,$167.405
10/07/2021,$167.88,2011107,$169.73,$171.43,$167.7118
10/06/2021,$167.87,2032043,$166.92,$169.03,$164.47
10/05/2021,$168.72,2089073,$168.08,$170.69,$166.39
10/04/2021,$166.11,2759005,$166.54,$170.2799,$165.69
10/01/2021,$166.54,2696409,$162.61,$167.84,$161.87
09/30/2021,$161.97,2711979,$167.88,$167.88,$161.85
09/29/2021,$166.55,2004512,$168.62,$168.62,$165.92
09/28/2021,$167.38,2935878,$169.44,$171.50,$167.10
09/27/2021,$169.76,2611056,$167.69,$170.27,$167.31
09/24/2021,$166.17,2695069,$165.13,$168.05,$164.96
09/23/2021,$166.02,2977186,$161.65,$167.15,$161.00
09/22/2021,$159.62,3001417,$158.68,$161.02,$158.37
09/21/2021,$156.50,2845949,$158.00,$158.86,$156.32
09/20/2021,$156.37,3429999,$154.09,$157.01,$153.33
09/17/2021,$159.57,4829969,$159.10,$161.15,$158.45
09/16/2021,$160.17,2627478,$159.60,$161.24,$159.12
09/15/2021,$158.91,3210775,$155.22,$159.10,$154.81
09/14/2021,$154.39,4075227,$159.59,$160.17,$153.95
09/13/2021,$158.93,3349635,$157.07,$159.43,$156.91
09/10/2021,$155.56,2855593,$156.91,$157.82,$155.40
09/09/2021,$155.78,2904730,$154.84,$159.179,$154.48
09/08/2021,$154.60,3342574,$156.49,$156.49,$152.13
09/07/2021,$156.93,3437293,$156.95,$159.68,$156.46
09/03/2021,$157.26,3361459,$159.99,$160.37,$156.40
09/02/2021,$160.06,3118489,$162.50,$163.38,$159.52
09/01/2021,$161.68,3343105,$165.96,$166.58,$161.23
08/31/2021,$165.97,3791885,$165.03,$167.17,$163.2609
08/30/2021,$165.19,4300605,$172.14,$173.57,$165.11
08/27/2021,$175.80,1747663,$172.31,$175.98,$171.65
08/26/2021,$171.63,1867050,$174.40,$174.6986,$171.31
08/25/2021,$173.93,2184300,$170.59,$174.56,$170.23
08/24/2021,$170.05,1668372,$169.89,$171.71,$169.45
08/23/2021,$169.35,2019463,$169.42,$171.2025,$168.98
08/20/2021,$168.22,2595680,$168.18,$169.12,$165.46
08/19/2021,$168.10,2478498,$169.12,$171.59,$166.95
08/18/2021,$172.02,1760009,$172.33,$175.62,$171.27
08/17/2021,$173.28,2791045,$175.27,$176.5266,$171.43
08/16/2021,$177.32,2115112,$176.00,$177.72,$175.18
08/13/2021,$177.73,2368274,$177.18,$177.95,$175.791
08/12/2021,$176.93,3274651,$174.50,$177.165,$173.41
08/11/2021,$174.55,3880548,$171.00,$174.94,$169.84
08/10/2021,$170.67,3442465,$166.21,$171.285,$166.10
08/09/2021,$166.21,2239532,$164.84,$167.15,$163.13
08/06/2021,$165.95,3394536,$164.85,$167.51,$164.26
08/05/2021,$163.19,2749584,$162.22,$163.95,$162.22
08/04/2021,$161.19,2722818,$160.28,$164.17,$159.10
08/03/2021,$161.43,2868514,$161.05,$162.06,$155.455
08/02/2021,$160.10,3934629,$163.14,$165.91,$158.92
07/30/2021,$161.70,2661439,$163.16,$165.09,$160.635
07/29/2021,$163.91,2587938,$163.50,$165.3512,$162.91
07/28/2021,$161.39,2314796,$163.04,$163.54,$159.875
07/27/2021,$162.54,2167977,$159.95,$163.66,$159.14
07/26/2021,$162.34,2055907,$160.05,$163.00,$160.00
07/23/2021,$160.08,3516313,$157.00,$164.25,$156.5869
07/22/2021,$161.43,2966561,$162.20,$163.08,$158.70
07/21/2021,$163.21,2508487,$159.61,$164.40,$159.395
07/20/2021,$157.98,3306164,$152.96,$159.24,$152.44
07/19/2021,$153.61,3757363,$153.45,$154.81,$150.89
07/16/2021,$157.52,1955200,$161.65,$161.65,$157.08
07/15/2021,$160.35,3069799,$156.66,$160.64,$156.29
07/14/2021,$158.84,4190911,$163.07,$165.00,$157.63
07/13/2021,$162.84,2536714,$164.85,$165.30,$162.64
07/12/2021,$164.85,3250160,$159.18,$165.44,$158.08
07/09/2021,$160.55,3638876,$155.38,$160.915,$155.345
07/08/2021,$152.46,3313846,$151.90,$154.88,$149.45
07/07/2021,$155.04,3042377,$153.61,$156.71,$153.14
07/06/2021,$155.50,3566912,$156.76,$157.38,$154.14
07/02/2021,$157.40,2247862,$157.70,$158.95,$157.15
07/01/2021,$157.15,3354477,$155.53,$158.06,$155.13
06/30/2021,$154.69,2631841,$153.69,$155.22,$153.6201
06/29/2021,$154.15,2151085,$157.37,$158.32,$153.82
06/28/2021,$156.00,2693097,$159.41,$160.01,$155.295
06/25/2021,$159.99,4238375,$160.54,$162.00,$159.79
06/24/2021,$157.57,2077679,$157.59,$158.17,$155.40
06/23/2021,$156.37,2032263,$155.61,$157.61,$155.04
06/22/2021,$154.89,2363883,$154.30,$155.91,$152.85
06/21/2021,$154.89,2874967,$151.55,$154.99,$151.22
06/18/2021,$150.02,8383912,$149.60,$150.44,$147.52
06/17/2021,$153.55,4308524,$163.47,$163.59,$151.43
06/16/2021,$162.20,3140857,$161.44,$163.31,$159.79
06/15/2021,$162.11,2789526,$159.38,$162.70,$158.72
06/14/2021,$158.71,3372876,$160.40,$160.80,$157.17
06/11/2021,$160.65,3826811,$159.20,$160.69,$159.10
06/10/2021,$158.74,3710653,$162.99,$163.86,$158.60
06/09/2021,$160.60,3284502,$162.60,$162.615,$159.30
06/08/2021,$162.73,3513600,$162.70,$163.84,$161.04
06/07/2021,$163.55,3223914,$163.50,$165.31,$162.59
06/04/2021,$166.26,2886628,$167.07,$168.00,$165.03
06/03/2021,$166.29,2513709,$165.06,$167.34,$164.31
06/02/2021,$165.92,3099481,$167.00,$167.40,$164.965
06/01/2021,$166.25,4188041,$165.27,$166.625,$163.74
05/28/2021,$160.78,3365804,$161.83,$162.24,$159.22
05/27/2021,$161.79,3488705,$161.85,$162.75,$160.34
05/26/2021,$159.84,3143592,$159.32,$160.50,$157.98
05/25/2021,$158.22,2670448,$161.47,$162.48,$158.13
05/24/2021,$160.74,2087707,$159.99,$161.68,$159.34
05/21/2021,$159.05,3551974,$158.59,$162.33,$158.3943
05/20/2021,$157.81,2893447,$157.64,$159.01,$155.6375
05/19/2021,$157.15,3298149,$154.12,$157.34,$152.86
05/18/2021,$156.91,2247776,$159.285,$160.85,$156.83
05/17/2021,$159.90,2229512,$158.03,$160.48,$157.57
05/14/2021,$158.11,2855769,$156.98,$159.26,$156.815
05/13/2021,$156.29,2953590,$152.24,$157.21,$152.00
05/12/2021,$152.97,3298067,$155.90,$156.7757,$152.30
05/11/2021,$154.76,4332075,$154.81,$156.93,$153.26
05/10/2021,$157.38,3298351,$159.14,$160.365,$157.30
05/07/2021,$157.71,2480930,$153.68,$157.98,$153.23
05/06/2021,$156.44,3664265,$155.00,$156.51,$152.51
05/05/2021,$153.60,2027647,$152.82,$154.47,$151.45
05/04/2021,$152.02,4227293,$148.89,$152.38,$147.80
05/03/2021,$149.92,2636469,$151.07,$151.84,$148.53
04/30/2021,$149.08,3817339,$148.13,$150.01,$147.775
04/29/2021,$149.23,3349505,$146.01,$149.67,$145.71
04/28/2021,$144.36,4601830,$143.00,$147.04,$142.00
04/27/2021,$138.95,3486680,$138.61,$139.54,$138.04
04/26/2021,$138.29,2169588,$137.00,$139.935,$136.81
04/23/2021,$135.68,2531263,$132.59,$136.23,$131.38
04/22/2021,$133.00,2305256,$133.55,$134.735,$132.23
04/21/2021,$132.91,3035050,$130.32,$133.42,$127.80
04/20/2021,$131.50,2459053,$134.34,$134.56,$129.98
04/19/2021,$135.41,2383898,$135.92,$136.26,$133.8905
04/16/2021,$136.68,2888883,$136.04,$137.75,$135.26
04/15/2021,$134.87,3432573,$136.07,$136.08,$132.85
04/14/2021,$135.77,2924380,$132.54,$136.45,$132.32
04/13/2021,$132.67,2335641,$133.63,$133.80,$131.38
04/12/2021,$134.24,2384620,$133.72,$134.63,$132.865
04/09/2021,$134.17,2107160,$134.00,$134.45,$132.405
04/08/2021,$132.73,2193526,$131.38,$133.32,$129.89
04/07/2021,$132.97,1805872,$133.09,$134.35,$132.49
04/06/2021,$132.03,2264545,$132.10,$132.98,$131.05
04/05/2021,$132.60,2583064,$131.36,$133.74,$131.00
04/01/2021,$129.78,2589004,$128.41,$130.77,$128.21
03/31/2021,$127.23,2389058,$128.22,$129.47,$126.905
03/30/2021,$128.56,2732421,$127.22,$128.85,$126.46
03/29/2021,$126.49,2128553,$127.66,$128.40,$124.9501
03/26/2021,$129.59,2864920,$129.86,$130.49,$126.57
03/25/2021,$127.87,2716541,$123.37,$128.13,$121.44
03/24/2021,$123.91,2096717,$124.29,$126.41,$123.53
03/23/2021,$122.41,3862558,$123.95,$125.33,$121.21
03/22/2021,$125.22,2090391,$125.48,$126.42,$124.39
03/19/2021,$126.43,3318678,$127.38,$128.07,$123.95
03/18/2021,$128.31,2443962,$132.29,$133.58,$127.6407
03/17/2021,$131.65,2840753,$129.94,$131.68,$127.28
03/16/2021,$128.49,3221726,$131.51,$131.67,$128.12
03/15/2021,$132.60,3208127,$132.50,$132.73,$128.80
03/12/2021,$132.55,2217542,$133.95,$134.70,$131.65
03/11/2021,$132.10,2296123,$128.83,$132.61,$128.72
03/10/2021,$129.53,2068583,$127.25,$130.04,$126.92
03/09/2021,$126.30,2564140,$127.18,$129.14,$125.51
03/08/2021,$128.69,2684221,$128.70,$130.64,$127.90
03/05/2021,$127.70,4443109,$127.30,$128.45,$120.78
03/04/2021,$125.94,4583687,$124.43,$126.19,$122.00
03/03/2021,$125.41,3043895,$124.34,$127.05,$124.34
03/02/2021,$123.46,2486597,$123.50,$124.71,$122.87
03/01/2021,$123.93,2714834,$122.38,$124.80,$121.87
02/26/2021,$120.19,3996168,$119.53,$121.32,$116.67
02/25/2021,$119.24,4067957,$125.48,$125.705,$118.88
02/24/2021,$124.48,3314247,$122.46,$125.75,$122.35
02/23/2021,$122.54,3003286,$123.74,$124.43,$120.45
02/22/2021,$122.58,2902472,$119.45,$123.03,$119.12
02/19/2021,$119.56,2989186,$118.57,$120.42,$117.93
02/18/2021,$117.02,2348890,$117.50,$118.29,$115.31
02/17/2021,$118.91,3104232,$119.37,$120.98,$117.72
02/16/2021,$119.80,3985464,$117.46,$120.555,$116.435
02/12/2021,$117.75,2497156,$116.79,$118.7253,$116.79
02/11/2021,$117.16,3273735,$118.00,$118.43,$115.75
02/10/2021,$117.62,3982602,$116.94,$118.40,$116.10
02/09/2021,$115.93,4071624,$115.58,$117.40,$114.27
02/08/2021,$116.00,3391661,$115.01,$116.91,$114.80
02/05/2021,$114.48,3925736,$114.50,$115.532,$113.40
02/04/2021,$112.66,5819447,$107.99,$112.945,$107.86
02/03/2021,$107.21,3947787,$105.94,$107.55,$105.57
02/02/2021,$106.04,4621170,$103.94,$107.29,$103.68
02/01/2021,$102.86,3712557,$105.13,$105.97,$102.57
01/29/2021,$104.26,3535432,$105.47,$107.49,$103.39
01/28/2021,$106.84,4667569,$104.50,$108.405,$103.04
01/27/2021,$102.69,7617330,$103.19,$108.22,$100.88
01/26/2021,$99.93,4237557,$102.99,$103.00,$99.82
01/25/2021,$102.53,3733303,$104.00,$104.44,$100.68
01/22/2021,$105.34,5438556,$107.11,$107.405,$103.83
01/21/2021,$108.54,6253832,$110.36,$110.99,$106.85
01/20/2021,$111.38,3931458,$113.07,$114.18,$111.02
01/19/2021,$112.86,3399603,$114.25,$114.83,$112.56
01/15/2021,$112.53,3396098,$112.23,$113.69,$111.25
01/14/2021,$114.40,2841618,$113.03,$115.48,$112.27
01/13/2021,$112.08,3015877,$110.55,$113.135,$110.55
01/12/2021,$110.76,3119925,$110.26,$111.70,$108.7332
01/11/2021,$109.31,3312930,$108.23,$109.95,$107.00
01/08/2021,$110.56,3001077,$111.00,$111.78,$108.64
01/07/2021,$110.73,4795824,$108.65,$111.54,$108.00
01/06/2021,$107.38,4394075,$103.00,$107.65,$102.56
01/05/2021,$100.14,2171542,$97.79,$100.575,$97.79
01/04/2021,$97.84,3429883,$99.73,$99.99,$96.98
12/31/2020,$98.85,1290793,$98.00,$99.155,$97.06
12/30/2020,$97.88,1405198,$96.50,$97.98,$95.97
12/29/2020,$96.18,1902724,$97.56,$97.765,$95.465
12/28/2020,$97.55,2138470,$97.82,$99.12,$97.44
12/24/2020,$97.30,960160,$96.99,$97.42,$95.79
12/23/2020,$96.82,1769372,$95.98,$97.83,$95.75
12/22/2020,$94.99,2970421,$95.44,$96.14,$94.97
12/21/2020,$95.29,4811543,$93.60,$96.62,$92.21
12/18/2020,$91.57,4342599,$93.96,$93.96,$91.05
12/17/2020,$94.08,1822460,$93.87,$94.32,$93.05
12/16/2020,$93.59,2234040,$93.21,$94.03,$91.72
12/15/2020,$92.68,2249607,$91.66,$92.69,$89.72
12/14/2020,$90.42,3837868,$93.46,$93.95,$90.26
12/11/2020,$92.17,3041969,$92.87,$93.3402,$91.07
12/10/2020,$94.67,2939954,$93.33,$95.2947,$92.10
12/09/2020,$94.92,4599875,$92.93,$95.36,$92.76
12/08/2020,$92.64,2889348,$91.40,$93.22,$91.36
12/07/2020,$92.97,2758666,$93.00,$93.20,$91.01
12/04/2020,$92.24,2187806,$92.03,$93.15,$90.87
12/03/2020,$91.28,2123360,$91.30,$92.28,$90.48
12/02/2020,$91.39,2853147,$88.40,$91.92,$88.22
12/01/2020,$89.70,2753134,$88.00,$90.87,$87.82
11/30/2020,$85.64,4422540,$89.66,$89.9499,$85.16
11/27/2020,$87.76,2139497,$89.18,$89.58,$87.58
11/25/2020,$89.90,3295401,$90.03,$90.25,$87.66
11/24/2020,$91.36,3236569,$89.54,$92.08,$88.76
11/23/2020,$87.28,2224864,$85.16,$87.76,$84.68
11/20/2020,$83.58,3454329,$84.43,$85.07,$83.03
11/19/2020,$84.99,4613373,$84.74,$85.38,$83.67
11/18/2020,$85.61,2681268,$88.23,$89.385,$85.54
11/17/2020,$87.76,1829317,$87.10,$88.61,$85.49
11/16/2020,$88.61,2065247,$89.99,$90.61,$87.62
11/13/2020,$86.70,2280139,$84.38,$87.27,$84.38
11/12/2020,$83.58,2129929,$83.27,$84.58,$82.53
11/11/2020,$84.67,2709237,$87.09,$87.46,$83.72
11/10/2020,$86.68,2639096,$87.26,$88.61,$85.77
11/09/2020,$86.95,5669176,$84.78,$90.30,$84.78
11/06/2020,$77.77,2559591,$79.07,$79.79,$77.115
11/05/2020,$78.70,2294031,$76.45,$79.21,$76.20
11/04/2020,$75.55,3189328,$75.99,$77.79,$73.05
11/03/2020,$77.57,2655795,$77.28,$78.8299,$76.83
11/02/2020,$75.68,2602302,$74.65,$76.22,$74.0101
10/30/2020,$73.08,2102045,$72.64,$73.20,$71.27
10/29/2020,$73.12,2551907,$71.48,$73.62,$70.78
10/28/2020,$72.07,3696992,$71.79,$73.60,$71.518
10/27/2020,$74.06,3023874,$74.77,$74.99,$73.69
10/26/2020,$74.95,5111875,$76.63,$76.765,$74.19
10/23/2020,$77.99,7613979,$80.48,$81.00,$76.82
10/22/2020,$76.75,10451150,$74.71,$77.47,$74.57
10/21/2020,$73.72,5700788,$76.91,$77.20,$73.67
10/20/2020,$77.27,2515667,$77.90,$79.09,$77.15
10/19/2020,$77.12,2048499,$79.77,$79.89,$77.09
10/16/2020,$79.22,3590349,$79.16,$79.88,$78.51
10/15/2020,$78.55,2878789,$77.58,$78.70,$76.83
10/14/2020,$78.66,1589777,$79.69,$80.22,$78.56
10/13/2020,$79.54,1978091,$79.38,$80.67,$78.87
10/12/2020,$80.41,2056323,$79.81,$81.07,$79.31
10/09/2020,$79.88,1733684,$81.25,$81.67,$79.21
10/08/2020,$80.28,2039533,$78.59,$80.39,$77.56
10/07/2020,$78.24,2748166,$76.87,$78.79,$76.87
10/06/2020,$75.63,2874474,$79.00,$79.98,$75.23
10/05/2020,$78.04,3037151,$76.26,$78.21,$75.69
10/02/2020,$74.94,2693846,$71.53,$75.68,$71.03
10/01/2020,$72.93,2798028,$72.98,$75.31,$71.31
09/30/2020,$71.86,2757623,$70.99,$73.54,$70.73
09/29/2020,$70.45,2150643,$71.19,$71.64,$69.75
09/28/2020,$71.33,1714313,$71.15,$72.38,$69.97
09/25/2020,$69.36,1991290,$67.22,$69.83,$67.0807
09/24/2020,$68.10,3324212,$68.14,$69.37,$66.4602
09/23/2020,$68.13,4409001,$70.25,$71.29,$68.00
09/22/2020,$69.96,3187801,$71.29,$72.26,$68.55
09/21/2020,$71.65,3954421,$72.87,$73.46,$70.84
09/18/2020,$75.79,3047915,$75.76,$76.84,$75.01
09/17/2020,$75.98,3189810,$74.76,$77.50,$74.38
09/16/2020,$76.17,3694685,$73.45,$76.86,$72.21
09/15/2020,$73.30,2671947,$74.43,$74.74,$72.675
09/14/2020,$74.64,3557421,$71.88,$75.085,$71.72
09/11/2020,$71.05,2212653,$69.51,$71.25,$68.97
09/10/2020,$69.42,2626574,$71.20,$72.55,$69.29
09/09/2020,$70.57,2574721,$71.30,$71.30,$69.79
09/08/2020,$70.36,3374045,$72.36,$72.53,$70.31
09/04/2020,$73.99,5011664,$72.35,$74.48,$71.44
09/03/2020,$69.92,2313937,$70.00,$71.88,$69.05
09/02/2020,$69.37,1470337,$68.40,$69.75,$68.16
09/01/2020,$68.58,1524119,$67.92,$69.45,$67.495
08/31/2020,$69.03,3043971,$70.98,$71.13,$68.95
08/28/2020,$71.13,3582824,$70.05,$71.21,$69.5225
08/27/2020,$69.61,3898204,$66.19,$69.95,$66.14
08/26/2020,$66.28,1792038,$66.91,$67.12,$65.74
08/25/2020,$66.91,1966586,$68.35,$69.06,$66.37
08/24/2020,$67.36,2615584,$64.19,$67.44,$63.925
08/21/2020,$63.80,1609842,$64.29,$64.8132,$63.39
08/20/2020,$64.27,2544798,$64.53,$64.82,$63.81
08/19/2020,$65.70,2495829,$65.59,$66.87,$65.06
08/18/2020,$65.47,2732197,$67.14,$67.14,$65.32
08/17/2020,$66.79,2911273,$69.28,$69.44,$66.77
08/14/2020,$69.47,2956946,$67.18,$69.96,$66.36
08/13/2020,$67.64,2965283,$67.24,$68.58,$66.80
08/12/2020,$68.15,2595563,$71.00,$71.90,$67.02
08/11/2020,$69.63,3146373,$69.59,$71.88,$69.37
08/10/2020,$67.41,2711173,$66.10,$67.94,$66.00
08/07/2020,$65.75,3832733,$62.92,$66.04,$62.26
08/06/2020,$63.55,2880812,$64.01,$65.31,$63.31
08/05/2020,$64.67,2172855,$63.98,$64.88,$63.445
08/04/2020,$63.24,1828693,$63.20,$63.74,$62.65
08/03/2020,$63.49,1792499,$63.93,$64.51,$63.20
07/31/2020,$63.80,1992527,$64.79,$64.79,$62.745
07/30/2020,$64.84,1915867,$64.52,$65.21,$63.44
07/29/2020,$66.38,1800780,$64.12,$66.41,$63.64
07/28/2020,$64.10,3132299,$65.02,$65.805,$63.96
07/27/2020,$65.74,3736607,$64.48,$65.98,$63.06
07/24/2020,$65.06,2194849,$65.41,$65.78,$64.72
07/23/2020,$65.40,4594607,$63.65,$66.04,$63.355
07/22/2020,$64.05,10854670,$60.49,$64.96,$60.30
07/21/2020,$62.87,4421996,$61.51,$63.06,$61.20
07/20/2020,$60.84,3063371,$61.42,$61.99,$60.47
07/17/2020,$61.99,2489498,$63.36,$63.39,$61.66
07/16/2020,$63.36,2960319,$62.76,$64.54,$62.4101
07/15/2020,$63.68,3185349,$62.41,$63.81,$61.58
07/14/2020,$60.68,4071657,$61.17,$61.96,$60.06
07/13/2020,$61.56,3808685,$61.58,$63.11,$59.76
07/10/2020,$60.80,3138017,$58.18,$60.84,$57.87
07/09/2020,$58.35,4076375,$60.99,$61.20,$57.30
07/08/2020,$61.39,3087778,$59.76,$61.46,$59.20
07/07/2020,$59.91,3036423,$61.91,$61.91,$59.74
07/06/2020,$62.65,2644826,$63.08,$63.54,$61.593
07/02/2020,$61.15,3376375,$62.27,$63.25,$60.72
07/01/2020,$60.70,3404534,$62.85,$64.25,$60.17
06/30/2020,$62.59,4061746,$62.08,$63.37,$61.65
06/29/2020,$62.38,3461848,$61.84,$62.98,$60.76
06/26/2020,$61.16,8718678,$65.54,$65.54,$60.84
06/25/2020,$67.04,4257402,$64.86,$67.3899,$64.04
06/24/2020,$65.46,3729038,$68.44,$68.44,$64.99
06/23/2020,$69.57,2367093,$69.57,$70.19,$68.825
06/22/2020,$68.30,3798346,$68.58,$70.15,$67.90
06/19/2020,$68.07,6015784,$71.68,$71.68,$67.31
06/18/2020,$69.98,3582128,$70.47,$71.67,$69.42
06/17/2020,$71.47,2951734,$73.58,$73.9499,$71.22
06/16/2020,$73.60,5360606,$75.08,$75.36,$70.42
06/15/2020,$71.17,4045291,$66.50,$72.20,$66.15
06/12/2020,$70.63,5173016,$70.26,$70.70,$67.0803
06/11/2020,$66.12,6429500,$66.71,$70.16,$66.02
06/10/2020,$71.80,7791132,$77.83,$78.38,$71.80
06/09/2020,$78.47,3873031,$77.01,$79.34,$76.45
06/08/2020,$80.00,7022222,$81.23,$82.15,$78.94
06/05/2020,$79.02,7549498,$84.87,$85.215,$78.30
06/04/2020,$77.15,4369156,$73.97,$77.16,$72.72
06/03/2020,$74.34,5698013,$72.97,$75.17,$72.3596
06/02/2020,$70.90,5559613,$70.21,$72.48,$69.34
06/01/2020,$68.99,4604015,$68.59,$70.28,$67.875
05/29/2020,$68.04,9177147,$67.00,$69.00,$65.82
05/28/2020,$68.54,6160854,$71.92,$72.04,$67.88
05/27/2020,$70.88,5951529,$70.27,$71.37,$67.82
05/26/2020,$65.80,5172145,$64.25,$66.746,$63.57
05/22/2020,$60.21,3645771,$60.82,$61.3555,$59.62
05/21/2020,$60.92,2788612,$61.39,$62.04,$60.3405
05/20/2020,$61.48,4952598,$61.75,$62.85,$60.91
05/19/2020,$60.25,4657459,$62.52,$63.01,$60.17
05/18/2020,$63.40,4733522,$62.41,$63.98,$61.52
05/15/2020,$58.03,3359995,$58.13,$59.45,$57.25
05/14/2020,$59.16,8392975,$52.60,$59.16,$51.91
05/13/2020,$53.97,5644401,$57.02,$57.39,$53.63
05/12/2020,$58.10,5475920,$60.00,$61.2182,$58.03
05/11/2020,$59.50,4423512,$61.01,$61.01,$58.53
05/08/2020,$62.20,3004700,$61.92,$62.47,$61.10
05/07/2020,$60.82,4218897,$59.60,$62.53,$59.60
05/06/2020,$58.49,4269044,$61.52,$61.88,$58.30
05/05/2020,$60.96,8940156,$64.38,$64.93,$60.57
05/04/2020,$61.59,8373657,$59.50,$62.38,$58.27
05/01/2020,$61.58,6249219,$62.17,$62.17,$60.16
04/30/2020,$64.76,8421666,$67.16,$68.27,$64.71
04/29/2020,$69.75,13347000,$69.62,$71.47,$67.04
04/28/2020,$63.75,7833370,$62.89,$64.92,$62.16
04/27/2020,$59.19,6070433,$56.88,$59.46,$56.88
04/24/2020,$56.15,9181574,$54.78,$57.28,$54.01
04/23/2020,$52.61,5260085,$51.50,$53.55,$51.50
04/22/2020,$51.52,4832245,$53.16,$53.4299,$51.01
04/21/2020,$51.16,5193193,$51.39,$53.43,$50.8406
04/20/2020,$53.87,3987772,$52.38,$55.51,$51.44
04/17/2020,$54.63,5264259,$52.97,$55.16,$52.80
04/16/2020,$50.01,4931397,$52.34,$52.34,$49.41
04/15/2020,$52.60,6020399,$51.51,$52.85,$49.77
04/14/2020,$55.34,4794171,$58.00,$58.65,$54.25
04/13/2020,$56.50,4653514,$60.00,$60.05,$55.68
04/09/2020,$60.11,7633832,$60.76,$62.98,$59.22
04/08/2020,$56.72,5221213,$54.41,$57.08,$53.63
04/07/2020,$52.91,6081256,$54.69,$58.37,$52.75
04/06/2020,$49.42,5842652,$46.28,$50.17,$45.79
04/03/2020,$42.27,6421507,$43.78,$43.89,$39.90
04/02/2020,$43.93,5459501,$43.75,$45.86,$43.075
04/01/2020,$44.68,7349305,$46.43,$46.63,$44.00
03/31/2020,$50.42,5285523,$52.97,$53.77,$50.00
03/30/2020,$53.87,3843584,$54.59,$54.99,$52.3168
03/27/2020,$55.30,4392250,$54.62,$57.08,$52.69
03/26/2020,$57.87,6026677,$55.57,$61.40,$54.46
03/25/2020,$52.34,5469144,$52.61,$55.00,$50.0494
03/24/2020,$50.91,5553281,$46.46,$51.34,$46.01
03/23/2020,$42.87,6720901,$43.39,$44.94,$42.03
03/20/2020,$45.01,8038271,$48.00,$48.30,$43.59
03/19/2020,$46.26,9057920,$43.08,$47.83,$39.78
03/18/2020,$44.30,12148680,$49.69,$50.34,$38.00
03/17/2020,$53.92,10475220,$56.44,$57.15,$51.3101
03/16/2020,$55.45,6562322,$61.01,$64.15,$55.44
03/13/2020,$72.84,5763903,$69.00,$72.99,$66.29
03/12/2020,$63.63,7039824,$65.96,$68.32,$61.08
03/11/2020,$71.42,5370946,$75.96,$76.37,$70.59
03/10/2020,$78.35,6218225,$76.52,$78.35,$73.62
03/09/2020,$73.07,4879502,$75.17,$77.14,$71.06
03/06/2020,$82.29,4155224,$81.67,$83.39,$80.56
03/05/2020,$85.08,3484997,$86.01,$87.05,$83.90
03/04/2020,$89.33,2888092,$87.96,$89.48,$85.76
03/03/2020,$86.42,4685818,$90.90,$92.55,$85.31
03/02/2020,$91.47,4111779,$88.56,$91.52,$86.93
02/28/2020,$88.26,6114270,$85.84,$88.30,$84.62
02/27/2020,$89.17,4273518,$90.03,$93.106,$88.59
02/26/2020,$92.82,2762349,$94.27,$95.25,$92.78
02/25/2020,$92.78,4499708,$98.52,$98.54,$92.18
02/24/2020,$98.24,2522818,$97.57,$99.085,$97.00
02/21/2020,$101.15,2764513,$102.51,$102.81,$100.72
02/20/2020,$103.54,2262928,$101.25,$104.61,$101.25
02/19/2020,$104.14,2059616,$103.39,$104.36,$102.84
02/18/2020,$103.03,2009906,$102.13,$103.275,$101.81
02/14/2020,$102.64,1271687,$102.87,$103.23,$102.22
02/13/2020,$102.78,2019537,$102.65,$102.99,$102.03
02/12/2020,$102.80,1767925,$103.23,$103.615,$102.48
02/11/2020,$102.40,2132055,$102.60,$103.74,$102.31
02/10/2020,$101.95,1433987,$101.29,$101.95,$100.90
02/07/2020,$101.80,1640613,$102.38,$102.87,$101.53
02/06/2020,$103.52,1807705,$105.53,$106.00,$103.42
02/05/2020,$104.74,2396416,$103.10,$104.84,$103.10
02/04/2020,$101.70,1556868,$101.58,$102.55,$101.38
02/03/2020,$99.75,2113505,$100.57,$101.70,$99.46
01/31/2020,$99.80,2637314,$101.28,$101.69,$99.21
01/30/2020,$102.17,2176690,$100.16,$102.29,$99.61
01/29/2020,$101.20,1883903,$102.36,$102.83,$101.13
01/28/2020,$102.04,1990474,$102.09,$103.33,$101.34
01/27/2020,$101.16,2447794,$101.43,$102.11,$100.59
01/24/2020,$104.30,2528082,$105.38,$105.96,$103.39
01/23/2020,$106.03,2110757,$106.42,$106.55,$105.20
01/22/2020,$106.76,5725708,$105.00,$107.59,$104.55
01/21/2020,$102.19,3077431,$103.30,$103.74,$102.19
01/17/2020,$104.13,2680051,$103.10,$104.47,$103.01
01/16/2020,$102.92,4126513,$102.99,$103.48,$102.32
01/15/2020,$102.34,1745405,$101.78,$102.82,$101.445
01/14/2020,$102.56,2251912,$101.90,$103.57,$101.855
01/13/2020,$101.91,1159926,$101.69,$102.05,$101.30
01/10/2020,$101.55,1167898,$102.45,$102.62,$101.16
01/09/2020,$102.51,1825537,$101.99,$102.78,$101.42
01/08/2020,$101.14,2194646,$100.51,$101.55,$100.2718
